Date,Open,High,Low,Close,Adj Close,Volume
2009-04-01,3.7174999713897705,3.892857074737549,3.7103569507598877,3.8817861080169678,3.2818665504455566,589372000.0
2009-04-02,3.9335711002349854,4.098214149475098,3.9207139015197754,4.025356769561768,3.4032485485076904,812366800.0
2009-04-03,4.078214168548584,4.147500038146973,4.054286003112793,4.142499923706055,3.502286195755005,636241200.0
2009-04-06,4.105000019073486,4.2410712242126465,4.045713901519775,4.2303571701049805,3.576568603515625,658064400.0
2009-04-07,,,,,,
2009-04-08,4.122499942779541,4.1710710525512695,4.0921430587768555,4.154285907745361,3.512251615524292,455630000.0
2009-04-09,4.229286193847656,4.285714149475098,4.212856769561768,4.270357131958008,3.610384702682495,530756800.0
2009-04-13,4.286070823669434,4.320713996887207,4.25,4.2935709953308105,3.6300103664398193,389236400.0
2009-04-14,4.270357131958008,4.291786193847656,4.1875,4.2253570556640625,3.572338819503784,454622000.0
2009-04-15,4.185713768005371,4.223214149475098,4.134285926818848,4.2014288902282715,3.552109718322754,412882400.0
2009-04-16,4.256785869598389,4.398213863372803,4.242499828338623,4.337500095367432,3.6671512126922607,593446000.0
2009-04-17,4.32785701751709,4.4375,4.294642925262451,4.4078569412231445,3.7266342639923096,497495600.0
2009-04-20,4.347499847412109,4.392499923706055,4.255713939666748,4.3035712242126465,3.6384665966033936,466466000.0
2009-04-21,4.246070861816406,4.362143039703369,4.235713958740234,4.348570823669434,3.67651104927063,470685600.0
2009-04-22,4.379642963409424,4.476786136627197,4.32857084274292,4.3396430015563965,3.668963670730591,938767200.0
2009-04-23,4.5221428871154785,4.5428571701049805,4.411070823669434,4.478570938110352,3.78642201423645,945156800.0
2009-04-24,4.4514288902282715,4.46928596496582,4.391786098480225,4.425000190734863,3.7411279678344727,540764000.0
2009-04-27,4.389286041259766,4.464285850524902,4.380713939666748,4.4546427726745605,3.766191005706787,480690000.0
2009-04-28,4.4053568840026855,4.507500171661377,4.4021430015563965,4.425000190734863,3.7411279678344727,455856800.0
2009-04-29,4.458929061889648,4.5303568840026855,4.422500133514404,4.46928596496582,3.7785699367523193,458110800.0
2009-04-30,4.507856845855713,4.535714149475098,4.461429119110107,4.493928909301758,3.7994039058685303,498489600.0
2009-05-01,4.492856979370117,4.569643020629883,4.492856979370117,4.544285774230957,3.841979742050171,397516000.0
2009-05-04,4.579999923706055,4.723214149475098,4.559999942779541,4.716785907745361,3.9878182411193848,609358400.0
2009-05-05,,,,,,
2009-05-06,4.761785984039307,4.767857074737549,4.650713920593262,4.732142925262451,4.000802993774414,473538800.0
2009-05-07,4.726070880889893,4.728213787078857,4.567856788635254,4.609285831451416,3.896934986114502,531776000.0
2009-05-08,4.6085710525512695,4.68678617477417,4.509285926818848,4.61392879486084,3.9008586406707764,467964000.0
2009-05-11,4.548929214477539,4.677143096923828,4.539999961853027,4.627500057220459,3.912332534790039,404658800.0
2009-05-12,4.627142906188965,4.632500171661377,4.401785850524902,4.443571090698242,3.7568297386169434,609481600.0
2009-05-13,4.400356769561768,4.429286003112793,4.263570785522461,4.267499923706055,3.6079695224761963,595971600.0
2009-05-14,4.277856826782227,4.411786079406738,4.275000095367432,4.39107084274292,3.7124414443969727,447826400.0
2009-05-15,4.368570804595947,4.450714111328125,4.34321403503418,4.372142791748047,3.696439743041992,367567200.0
2009-05-18,4.418929100036621,4.525000095367432,4.341785907745361,4.523213863372803,3.8241639137268066,458841600.0
2009-05-19,4.529285907745361,4.618214130401611,4.490714073181152,4.551785945892334,3.8483214378356934,372422400.0
2009-05-20,4.55821418762207,4.614643096923828,4.474999904632568,4.495357036590576,3.800611972808838,388584000.0
2009-05-21,4.4696431159973145,4.527856826782227,4.3889288902282715,4.434999942779541,3.7495832443237305,407946000.0
2009-05-22,4.430356979370117,4.434999942779541,4.348214149475098,4.375,3.6988561153411865,297998400.0
2009-05-26,4.455714225769043,4.672500133514404,4.448214054107666,4.670713901519775,3.948867082595825,636927200.0
2009-05-27,4.7064290046691895,4.820713996887207,4.675356864929199,4.751786231994629,4.017411231994629,646422000.0
2009-05-28,4.76607084274292,4.835357189178467,4.715356826782227,4.8239288330078125,4.078403472900391,487552800.0
2009-05-29,4.835357189178467,4.853570938110352,4.7803568840026855,4.8503570556640625,4.1007466316223145,456534400.0
2009-06-01,4.873929023742676,4.999642848968506,4.857142925262451,4.976786136627197,4.207638263702393,452499600.0
2009-06-02,,,,,,
2009-06-03,5.0,5.039642810821533,4.966785907745361,5.033928871154785,4.255948543548584,565199600.0
2009-06-04,5.004642963409424,5.149285793304443,5.001429080963135,5.133571147918701,4.340191841125488,550634000.0
2009-06-05,5.189642906188965,5.228570938110352,5.114643096923828,5.166786193847656,4.3682732582092285,632716000.0
2009-06-08,5.1364288330078125,5.151071071624756,4.979642868041992,5.137499809265137,4.343513488769531,931652400.0
2009-06-09,5.13607120513916,5.1628570556640625,5.0196428298950195,5.097143173217773,4.309393882751465,676964400.0
2009-06-10,5.0814290046691895,5.083929061889648,4.939286231994629,5.0089287757873535,4.234810829162598,688623600.0
2009-06-11,4.98392915725708,5.055714130401611,4.948214054107666,4.998213768005371,4.225753307342529,524823600.0
2009-06-12,4.957499980926514,4.9678568840026855,4.8585710525512695,4.891786098480225,4.135775089263916,563085600.0
2009-06-15,4.857500076293945,4.89035701751709,4.817500114440918,4.86035680770874,4.109201431274414,539750400.0
2009-06-16,4.880713939666748,4.945356845855713,4.860713958740234,4.869643211364746,4.117053508758545,514805200.0
2009-06-17,4.881071090698242,4.908928871154785,4.804643154144287,4.8421430587768555,4.093803882598877,571412800.0
2009-06-18,4.8610711097717285,4.9285712242126465,4.84250020980835,4.8528571128845215,4.1028618812561035,427680400.0
2009-06-19,4.931070804595947,4.982142925262451,4.889286041259766,4.981429100036621,4.211562633514404,721856800.0
2009-06-22,5.023929119110107,5.055714130401611,4.868928909301758,4.906071186065674,4.14785099029541,634914000.0
2009-06-23,4.871428966522217,4.89107084274292,4.74571418762207,4.786070823669434,4.0463972091674805,706532400.0
2009-06-24,4.836429119110107,4.910714149475098,4.816429138183594,4.864999771118164,4.113128185272217,485525600.0
2009-06-25,4.848214149475098,5.007143020629883,4.8289289474487305,4.994999885559082,4.223036289215088,589447600.0
2009-06-26,4.992499828338623,5.127142906188965,4.990714073181152,5.0871429443359375,4.300938606262207,439384400.0
2009-06-29,,,,,,
2009-06-30,5.0921430587768555,5.135714054107666,5.064286231994629,5.086785793304443,4.300638198852539,434224000.0
2009-07-01,5.125,5.166429042816162,5.090000152587891,5.101070880889893,4.312714576721191,414178800.0
2009-07-02,5.044642925262451,5.101070880889893,4.992499828338623,5.00071382522583,4.227867126464844,370479200.0
2009-07-06,4.95357084274292,4.963929176330566,4.8660712242126465,4.950356960296631,4.185292720794678,498688400.0
2009-07-07,4.945713996887207,4.9885711669921875,4.82785701751709,4.835713863372803,4.088366508483887,461596800.0
2009-07-08,4.854286193847656,4.929999828338623,4.800714015960693,4.900713920593262,4.143321990966797,575929200.0
2009-07-09,4.920000076293945,4.928214073181152,4.854642868041992,4.869999885559082,4.117354393005371,343025200.0
2009-07-10,4.869286060333252,4.963213920593262,4.868570804595947,4.947143077850342,4.1825761795043945,445275600.0
2009-07-13,4.9835710525512695,5.083570957183838,4.911786079406738,5.083570957183838,4.297919750213623,483501200.0
2009-07-14,5.072500228881836,5.1135711669921875,5.041429042816162,5.081070899963379,4.295804977416992,347247600.0
2009-07-15,5.179999828338623,5.25,5.154285907745361,5.24571418762207,4.435003757476807,485587200.0
2009-07-16,5.205714225769043,5.286428928375244,5.1989288330078125,5.268570899963379,4.454326629638672,393570800.0
2009-07-17,5.324285984039307,5.429286003112793,5.30821418762207,5.419642925262451,4.582053184509277,602154000.0
2009-07-20,5.473928928375244,5.537143230438232,5.3889288902282715,5.461071014404297,4.617076873779297,735526400.0
2009-07-21,5.474643230438232,5.479642868041992,5.348214149475098,5.411070823669434,4.574803352355957,874781600.0
2009-07-22,5.635356903076172,5.668929100036621,5.575356960296631,5.5978569984436035,4.732723236083984,874104000.0
2009-07-23,5.593928813934326,5.658570766448975,5.555714130401611,5.6364288330078125,4.765334606170654,526962800.0
2009-07-24,5.6053571701049805,5.714285850524902,5.589285850524902,5.713929176330566,4.830855369567871,438362400.0
2009-07-27,,,,,,
2009-07-28,5.674285888671875,5.7178568840026855,5.628571033477783,5.714285850524902,4.831157684326172,363554800.0
2009-07-29,5.675000190734863,5.7303571701049805,5.651785850524902,5.715356826782227,4.832062721252441,382158000.0
2009-07-30,5.775000095367432,5.882856845855713,5.767857074737549,5.813929080963135,4.915402412414551,469604800.0
2009-07-31,5.821071147918701,5.892857074737549,5.818213939666748,5.835357189178467,4.933518409729004,422536800.0
