,Date,Close,MA5,MA20,BB_upper,BB_lower,Vol20
0,2009-04-30,-0.4982769607454576,-0.9237371288705926,-2.311212980616743,-2.424338463587429,-1.8368092502159508,-0.7968382688616248
1,2009-05-01,-0.1757154783129572,-0.6621033920302638,-1.9332527741394538,-2.320602933364253,-1.2279920474919424,-1.2220168321364295
2,2009-05-04,0.9292361278770216,-0.08713459860637887,-1.5149734967209827,-1.4712871868325412,-1.328171612842209,-0.9913194887167416
3,2009-05-05,0.9292361278770216,0.5528504294300605,-1.1606847511299614,-0.7188722677724199,-1.4478302255739288,-1.0859700034310846
4,2009-05-06,1.027605681720753,1.1293848836472395,-0.7952107731479876,-0.05691767371122846,-1.450920791763718,-1.0987134660399172
5,2009-05-07,0.24064314219900507,1.3824017338636938,-0.46381309916228053,0.06269970591341512,-0.9473063900295563,-0.876132418811397
6,2009-05-08,0.2703836981754198,1.5351524955082578,-0.2135738265795509,0.27008186161935654,-0.6903682227712225,-1.1324692691346647
7,2009-05-11,0.35731457664360716,1.3393183466099399,0.029642289777322823,0.4758021717714065,-0.44502294053829594,-1.1334058893088508
8,2009-05-12,-0.8208445519498541,0.7400655999733249,0.18857775300189117,0.33460850667729364,0.005725987893776961,-0.40004189332130624
9,2009-05-13,-1.9486704545049731,-0.27905407258867165,0.23670036944986966,0.219295331398167,0.21866169493639,0.32765233887607653
10,2009-05-14,-1.1571354992189555,-0.7576735440878609,0.27571844428670095,0.18870982008034137,0.32502303841328606,0.2482169295068329
11,2009-05-15,-1.2783793494278273,-1.2879922435991085,0.2497061628603138,0.20037079850108358,0.26331298732094655,0.15158176741183169
12,2009-05-18,-0.31069184774437797,-1.516727232334031,0.4096821451261498,0.16593630242450302,0.6035489347053028,0.33873253892723887
13,2009-05-19,-0.12767304173567184,-1.2793753569752437,0.5576932003255783,0.182971284342329,0.8668192822844428,0.3190512962231582
14,2009-05-20,-0.48912907483097035,-0.7796074373122706,0.6711069974026008,0.1212611168712627,1.147327287789015,0.39654026332829023
15,2009-05-21,-0.8757471393665178,-0.6832560236564057,0.6393722085519521,0.12172006914604362,1.0865478671270015,0.090177715545401
16,2009-05-22,-1.2600774688269565,-0.6769891970208615,0.6029547367128104,0.15177429998529993,0.9856874468837341,0.10640196945392615
